ID;Edad;Peso_kg;Nivel;Objetivo;Dias_Entrenamiento;Plantilla_JSON
166;63;113;Intermedio;Hipertrofia;4;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}], ""dia_4"": [{""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Core"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Core"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}]}"
167;49;96;Avanzado;Hipertrofia;3;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Core"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}]}"
168;42;108;Avanzado;Perdida_Peso;5;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}], ""dia_4"": [{""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Core"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Core"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}], ""dia_5"": [{""grupo"": ""Biceps"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Avanzado"", ""series"": 3, ""reps"": ""15-20""}]}"
169;23;117;Intermedio;Hipertrofia;3;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Core"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}]}"
170;63;116;Intermedio;Perdida_Peso;3;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Core"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}]}"
171;65;117;Principiante;Hipertrofia;3;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Core"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}]}"
172;20;87;Principiante;Fuerza;3;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Core"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}]}"
173;21;56;Avanzado;Hipertrofia;3;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Core"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}]}"
174;25;63;Avanzado;Hipertrofia;3;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Core"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}]}"
175;59;100;Intermedio;Perdida_Peso;5;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}], ""dia_4"": [{""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Core"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Core"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}], ""dia_5"": [{""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}]}"
176;37;62;Avanzado;Fuerza;3;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Triceps"", ""dificultad"": ""Avanzado"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Triceps"", ""dificultad"": ""Avanzado"", ""series"": 5, ""reps"": ""3-5""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Biceps"", ""dificultad"": ""Avanzado"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Biceps"", ""dificultad"": ""Avanzado"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 5, ""reps"": ""3-5""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Avanzado"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Core"", ""dificultad"": ""Avanzado"", ""series"": 5, ""reps"": ""3-5""}]}"
177;63;72;Principiante;Hipertrofia;4;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}], ""dia_4"": [{""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Core"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Core"", ""dificultad"": ""Principiante"", ""series"": 4, ""reps"": ""8-12""}]}"
